,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,GWA,HmA,RdA,A/90min,FC,FS,OFF,YC,RC,SOG%,Year,Season,PKG,PKA
1190,David Hayes,CHI,F,3,1,80,1,0,2,1,0,0/0,1,0,1.13,50.0,0,0,0,0.0,2,1,0,0,0,50.0,2001,reg,0,0
1191,Ansil Elcock,CLB,D,15,6,725,1,0,3,2,1,0/0,1,0,0.12,33.3,0,0,0,0.0,16,16,3,3,1,66.67,2001,reg,0,0
1192,John Wolyniec,CHI,F,5,3,330,1,0,6,3,0,0/0,0,1,0.27,16.7,0,0,0,0.0,8,8,4,3,0,50.0,2001,reg,0,0
1193,Danny Pena,LA ,D,16,11,1117,1,0,9,3,0,0/0,1,0,0.08,11.1,0,0,0,0.0,22,14,0,8,0,33.33,2001,reg,0,0
1194,Ian Bishop,MIA,M,23,23,2115,0,13,14,6,0,0/0,0,0,0.0,0.0,0,9,4,0.55,20,20,0,3,1,42.86,2001,reg,0,0
1195,Marco Etcheverry,DC ,M,23,23,2024,0,12,27,11,0,0/0,0,0,0.0,0.0,2,4,8,0.53,21,63,2,7,1,40.74,2001,reg,0,0
1196,Bryan Namoff,DC ,D,15,13,1152,0,7,9,4,0,0/0,0,0,0.0,0.0,1,2,5,0.55,39,8,0,2,0,44.44,2001,reg,0,0
1197,Tab Ramos,MET,M,18,17,1459,0,5,23,12,0,0/0,0,0,0.0,0.0,1,4,1,0.31,16,60,2,3,0,52.17,2001,reg,0,0
1198,David Vaudreuil,CHI,D,9,4,415,0,4,2,2,0,0/0,0,0,0.0,0.0,1,1,3,0.87,9,5,0,1,0,100.0,2001,reg,0,0
1199,Jason Moore,COL,M,26,19,1798,0,4,12,1,0,0/0,0,0,0.0,0.0,0,2,2,0.2,31,77,3,2,0,8.33,2001,reg,0,0
1200,Paul Caligiuri,LA ,D,24,21,1854,0,4,17,6,0,0/0,0,0,0.0,0.0,2,3,1,0.19,30,19,1,4,0,35.29,2001,reg,0,0
1201,Jay Heaps,MIA,D,28,17,1917,0,4,31,9,0,0/0,0,0,0.0,0.0,0,4,0,0.19,46,38,9,5,0,29.03,2001,reg,0,0
1202,Craig Ziadie,DC ,D,18,13,1307,0,3,4,3,0,0/0,0,0,0.0,0.0,1,1,2,0.21,44,25,0,6,0,75.0,2001,reg,0,0
1203,Scott Bower,SJ ,M,12,3,391,0,3,5,1,0,0/0,0,0,0.0,0.0,1,0,3,0.69,9,8,0,0,0,20.0,2001,reg,0,0
1204,Tenywa Bonseu,CLB,D,24,24,2160,0,3,6,1,0,0/0,0,0,0.0,0.0,1,1,2,0.13,21,8,0,4,2,16.67,2001,reg,0,0
1205,Mike Burns,KC ,M,19,14,1179,0,3,7,1,0,0/0,0,0,0.0,0.0,1,3,0,0.23,24,10,1,3,0,14.29,2001,reg,0,0
1206,Lazo Alavanja,DAL,M,16,11,896,0,3,7,3,0,0/0,0,0,0.0,0.0,1,3,0,0.3,19,10,2,3,0,42.86,2001,reg,0,0
1207,Braeden Cloutier,NE ,M,13,12,1057,0,3,8,2,0,0/0,0,0,0.0,0.0,0,2,1,0.26,18,12,1,3,0,25.0,2001,reg,0,0
1208,Evan Whitfield,CHI,D,26,21,1882,0,3,10,3,0,0/0,0,0,0.0,0.0,1,1,2,0.14,36,26,3,4,0,30.0,2001,reg,0,0
1209,Steve Jolley,MET,D,26,26,2370,0,3,10,3,0,0/0,0,0,0.0,0.0,1,3,0,0.11,33,14,1,6,0,30.0,2001,reg,0,0
1210,John Harkes,CLB,M,23,20,1793,0,3,12,3,0,0/0,0,0,0.0,0.0,1,1,2,0.15,31,34,0,3,0,25.0,2001,reg,0,0
1211,Mark Watson,DC ,D,11,10,923,0,2,1,0,0,0/0,0,0,0.0,0.0,1,2,0,0.2,20,9,0,3,0,0.0,2001,reg,0,0
1212,Robin Fraser,COL,D,20,19,1714,0,2,1,0,0,0/0,0,0,0.0,0.0,0,1,1,0.11,8,10,0,0,1,0.0,2001,reg,0,0
1213,Ian Woan,CLB,M,4,0,107,0,2,4,2,0,0/0,0,0,0.0,0.0,1,2,0,1.68,4,1,0,0,0,50.0,2001,reg,0,0
1214,Richie Williams,MET,M,21,21,1868,0,2,4,2,0,0/0,0,0,0.0,0.0,1,2,0,0.1,48,33,0,6,0,50.0,2001,reg,0,0
1215,Eddie Pope,DC ,D,19,18,1528,0,2,6,2,0,0/0,0,0,0.0,0.0,0,2,0,0.12,30,13,0,5,0,33.33,2001,reg,0,0
1216,Ivan McKinley,MIA,D-M,19,17,1250,0,2,8,1,0,0/0,0,0,0.0,0.0,1,1,1,0.14,32,15,0,8,1,12.5,2001,reg,0,0
1217,Brian Kamler,DC ,M,17,11,1094,0,2,10,4,0,0/0,0,0,0.0,0.0,0,2,0,0.16,17,13,0,1,0,40.0,2001,reg,0,0
1218,Peter Vermes,KC ,D,20,20,1826,0,2,10,1,0,0/0,0,0,0.0,0.0,2,2,0,0.1,20,18,0,2,0,10.0,2001,reg,0,0
1219,Andrew Gregor,KC ,M,13,7,812,0,2,10,3,0,0/0,0,0,0.0,0.0,0,2,0,0.22,18,16,1,2,0,30.0,2001,reg,0,0
1220,Ryan Nelsen,DC ,D,19,19,1643,0,2,11,4,0,0/0,0,0,0.0,0.0,1,2,0,0.11,33,12,0,4,0,36.36,2001,reg,0,0
1221,Greg Simmonds,MIA,F,9,5,415,0,2,14,4,0,0/0,0,0,0.0,0.0,0,2,0,0.43,8,8,5,0,0,28.57,2001,reg,0,0
1222,Ronnie Ekelund,SJ ,M,16,16,1421,0,2,20,9,0,0/0,0,0,0.0,0.0,0,2,0,0.13,36,16,0,2,0,45.0,2001,reg,0,0
1223,Wes Hart,COL,D-M,5,2,178,0,1,1,0,0,0/0,0,0,0.0,0.0,0,0,1,0.51,6,7,2,1,0,0.0,2001,reg,0,0
1224,Leo Cullen,MIA,M,14,8,793,0,1,2,0,0,0/0,0,0,0.0,0.0,1,1,0,0.11,4,3,0,0,0,0.0,2001,reg,0,0
1225,Jim Curtin,CHI,D,18,12,1194,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,0.08,8,8,0,0,1,0.0,2001,reg,0,0
1226,Yari Allnutt,NE ,F,9,8,707,0,1,2,1,0,0/0,0,0,0.0,0.0,0,0,1,0.13,11,4,2,2,0,50.0,2001,reg,0,0
1227,Gilmar,MET,M-F,4,1,191,0,1,2,0,0,0/0,0,0,0.0,0.0,0,0,1,0.47,0,11,3,0,0,0.0,2001,reg,0,0
1228,Michael Green,KC ,D,3,2,154,0,1,2,0,0,0/0,0,0,0.0,0.0,1,1,0,0.58,0,1,0,0,0,0.0,2001,reg,0,0
1229,Mario Longo,CLB,M,4,0,32,0,1,2,0,0,0/0,0,0,0.0,0.0,0,1,0,2.81,3,0,0,1,0,0.0,2001,reg,0,0
1230,Lance Key,COL,D,13,13,1193,0,1,5,1,0,0/0,0,0,0.0,0.0,0,1,0,0.08,29,15,0,3,0,20.0,2001,reg,0,0
1231,Mike Petke,MET,D,25,25,2194,0,1,5,0,0,0/0,0,0,0.0,0.0,0,1,0,0.04,48,19,1,5,1,0.0,2001,reg,0,0
1232,Mike Clark,CLB,D,25,25,2280,0,1,6,1,0,0/0,0,0,0.0,0.0,0,1,0,0.04,28,25,5,7,0,16.67,2001,reg,0,0
1233,C.J. Brown,CHI,D,22,22,1882,0,1,7,2,0,0/0,0,0,0.0,0.0,0,0,1,0.05,42,25,0,5,1,28.57,2001,reg,0,0
1234,Steve Shak,COL,D,14,8,806,0,1,7,3,0,0/0,0,0,0.0,0.0,0,0,1,0.11,23,7,0,3,0,42.86,2001,reg,0,0
1235,Scott Vermillion,COL,D,21,18,1546,0,1,7,0,0,0/0,0,0,0.0,0.0,0,1,0,0.06,50,12,1,4,0,0.0,2001,reg,0,0
1236,Miles Joseph,DAL,M,9,3,389,0,1,8,3,0,0/0,0,0,0.0,0.0,0,1,0,0.23,9,5,0,2,0,37.5,2001,reg,0,0
1237,Eric Dade,DAL,D,21,20,1639,0,1,8,1,0,0/0,0,0,0.0,0.0,0,0,1,0.05,38,16,1,6,0,12.5,2001,reg,0,0
1238,Kevin Anderson,TB ,M-D,10,6,443,0,1,8,5,0,0/0,0,0,0.0,0.0,1,0,1,0.2,9,2,0,1,0,62.5,2001,reg,0,0
1239,Ritchie Kotschau,COL,D,22,21,2000,0,1,9,3,0,0/0,0,0,0.0,0.0,0,1,0,0.05,36,16,3,3,1,33.33,2001,reg,0,0
1240,Joe Franchino,NE ,M,23,23,2027,0,1,11,2,0,0/0,0,0,0.0,0.0,0,0,1,0.04,41,19,1,10,1,18.18,2001,reg,0,0
1241,Craig Demmin,TB ,D,19,19,1702,0,1,11,2,0,0/0,0,0,0.0,0.0,0,1,0,0.05,40,15,0,7,0,18.18,2001,reg,0,0
1242,Duncan Oughton,CLB,D,20,12,1233,0,1,16,5,0,0/0,0,0,0.0,0.0,0,0,1,0.07,28,38,0,3,0,31.25,2001,reg,0,0
1243,Chris Armas,CHI,M,21,21,1940,0,1,16,10,0,0/0,0,0,0.0,0.0,1,1,0,0.05,43,42,1,3,0,62.5,2001,reg,0,0
1244,Nick Downing,NE ,D,5,3,279,0,0,0,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,1,0,1,0,inf,2001,reg,0,0
1245,Mark Semioli,MET,D,14,6,549,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,14,9,0,2,0,0.0,2001,reg,0,0
1246,Diego Sonora,TB ,M-D,4,4,353,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,6,0,1,0,0.0,2001,reg,0,0
1247,Cordt Weinstein,MET,F,2,0,41,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,2,1,0,0,0.0,2001,reg,0,0
1248,Josue Mayard,DAL,D,3,0,27,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,0.0,2001,reg,0,0
1249,Geoff Aunger,COL,D,1,1,82,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,2,0,0,0,0.0,2001,reg,0,0
1250,Kevin Adams,CLB,D,5,0,42,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,0.0,2001,reg,0,0
1251,Matt Chulis,CHI,D,1,1,71,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,2001,reg,0,0
1252,John DeBrito,CLB,D,2,0,48,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,0,100.0,2001,reg,0,0
1253,Brian Kelly,LA ,M,2,0,13,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,0,0,1,0,0,0.0,2001,reg,0,0
1254,Alex Bengard,LA ,M,3,0,56,0,0,1,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,0,0,0,0,100.0,2001,reg,0,0
1255,Nick Garcia,KC ,D,24,24,2142,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,23,27,0,5,2,0.0,2001,reg,0,0
1256,Orlando Perez,MET,D,24,21,1948,0,0,1,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,37,19,0,6,0,0.0,2001,reg,0,0
1257,Seth Trembly,COL,M-D,4,1,198,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,1,7,0,1,0,0.0,2001,reg,0,0
1258,Tahj Jakins,KC ,D,10,7,604,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,8,1,1,0,50.0,2001,reg,0,0
1259,Brian Johnson,KC ,M,3,0,62,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,2,0,0,0,0.0,2001,reg,0,0
1260,Ted Eck,DAL,M-F,9,3,323,0,0,2,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,14,2,0,1,1,100.0,2001,reg,0,0
1261,A.J. Wood,DC ,F,7,1,180,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,8,3,1,2,0,50.0,2001,reg,0,0
1262,Alan Woods,NE ,D,18,15,1475,0,0,2,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,12,14,0,1,0,0.0,2001,reg,0,0
1263,Wojtek Krakowiak,SJ ,M,5,1,153,0,0,2,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,4,1,0,0,50.0,2001,reg,0,0
1264,Roy Myers,MET,M-F,3,3,168,0,0,3,1,0,0/0,0,0,0.0,0.0,0,0,0,0.0,2,4,0,0,0,33.33,2001,reg,0,0
1265,Roland Aguilera,CLB,M,3,0,76,0,0,3,0,0,0/0,0,0,0.0,0.0,0,0,0,0.0,3,0,0,0,1,0.0,2001,reg,0,0
1266,Rusty Pierce,NE ,D,23,22,1988,0,0,5,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,48,44,0,6,0,40.0,2001,reg,0,0
1267,Jimmy Conrad,SJ ,D,16,8,928,0,0,5,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,21,10,0,2,0,40.0,2001,reg,0,0
1268,Isaias Bardales Jr.,LA ,F,12,1,270,0,0,6,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,16,2,0,0,50.0,2001,reg,0,0
1269,Chris Dawes,COL,D,16,16,1478,0,0,6,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,36,9,0,6,1,66.67,2001,reg,0,0
1270,Scott Cannon,TB ,D,9,8,681,0,0,6,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,10,10,0,0,0,66.67,2001,reg,0,0
1271,Neathan Gibson,COL,F,8,1,154,0,0,6,2,0,0/0,0,0,0.0,0.0,0,0,0,0.0,5,2,1,0,0,33.33,2001,reg,0,0
1272,Stephen Herdsman,COL,D,20,16,1276,0,0,7,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,20,20,0,2,0,42.86,2001,reg,0,0
1273,Martin Klinger,MET,F,9,2,272,0,0,9,4,0,0/0,0,0,0.0,0.0,0,0,0,0.0,7,11,2,0,0,44.44,2001,reg,0,0
1274,Gus Kartes,TB ,M,18,5,516,0,0,10,3,0,0/0,0,0,0.0,0.0,0,0,0,0.0,9,12,3,1,0,30.0,2001,reg,0,0
1275,Chris Martinez,COL,D,26,26,2189,0,0,10,7,0,0/0,0,0,0.0,0.0,0,0,0,0.0,43,10,0,3,0,70.0,2001,reg,0,0
1276,Carlos Ruiz,LA ,F,26,26,2376,24,1,100,56,9,3/4,15,9,0.91,24.0,1,1,0,0.04,71,71,38,9,0,56.0,2002,reg,3,4
1277,Taylor Twellman,NE ,F,28,26,2418,23,6,92,58,5,3/3,13,10,0.86,25.0,1,3,3,0.22,55,87,14,2,0,63.04,2002,reg,3,3
1278,Jeff Cunningham,CLB,F,27,21,1962,16,5,78,37,3,1/1,7,9,0.73,20.5,3,2,3,0.23,30,38,40,2,0,47.44,2002,reg,1,1
1279,Ante Razov,CHI,F,25,24,2120,14,8,115,56,3,2/2,7,7,0.59,12.2,4,4,4,0.34,42,50,35,4,1,48.7,2002,reg,2,2
1280,Ariel Graziani,SJ ,F,28,26,2289,14,5,69,39,6,0/0,11,3,0.55,20.3,1,3,2,0.2,56,39,25,6,0,56.52,2002,reg,0,0
1281,Jason Kreis,DAL,M,27,26,2303,13,4,81,38,5,0/0,8,5,0.51,16.0,2,3,1,0.16,54,36,15,5,0,46.91,2002,reg,0,0
1282,Mamadou Diallo,MET,F,24,21,1623,12,5,81,51,4,3/5,9,3,0.67,14.8,2,2,3,0.28,37,62,54,2,1,62.96,2002,reg,3,5
1283,Rodrigo Faria,MET,F,28,25,2285,12,5,90,49,2,2/3,2,10,0.47,13.3,3,3,2,0.2,37,50,30,4,0,54.44,2002,reg,2,3
1284,Mark Chung,COL,M,27,27,2401,11,10,83,33,3,2/2,8,3,0.41,13.3,2,6,4,0.37,30,61,3,0,0,39.76,2002,reg,2,2
1285,Chris Henderson,COL,M,28,28,2414,11,7,56,28,2,1/1,8,3,0.41,19.6,2,4,3,0.26,44,43,33,3,0,50.0,2002,reg,1,1
1286,Chris Carrieri,COL,F,25,18,1830,11,5,54,23,5,0/0,9,2,0.54,20.4,1,5,0,0.25,26,28,26,5,0,42.59,2002,reg,0,0
1287,Edson Buddle,CLB,F,21,13,1304,9,5,51,19,2,0/0,2,7,0.62,17.6,1,1,4,0.35,27,15,11,2,0,37.25,2002,reg,0,0
1288,Preki,KC ,M,25,24,2141,7,10,84,44,1,2/2,3,4,0.29,8.3,2,5,5,0.42,17,46,6,3,1,52.38,2002,reg,2,2
1289,Bobby Rhine,DAL,M,27,19,1686,7,6,44,19,3,0/0,5,2,0.37,15.9,1,3,3,0.32,26,44,19,2,0,43.18,2002,reg,0,0
1290,Chris Klein,KC ,M,25,25,2171,7,5,34,17,2,0/0,1,6,0.29,20.6,1,5,0,0.21,11,14,12,0,0,50.0,2002,reg,0,0
1291,Landon Donovan,SJ ,M-F,20,18,1681,7,3,42,23,2,0/0,4,3,0.37,16.7,2,3,0,0.16,30,45,4,3,0,54.76,2002,reg,0,0
1292,Ronnie Ekelund,SJ ,M,27,27,2347,6,8,43,20,1,2/3,5,1,0.23,14.0,2,6,2,0.31,45,24,0,2,1,46.51,2002,reg,2,3
1293,Dario Fabbro,KC ,F,16,16,1116,6,3,35,19,0,1/2,4,2,0.48,17.1,0,1,2,0.24,32,22,21,5,0,54.29,2002,reg,1,2
1294,Dante Washington,CLB,F,21,12,1122,6,2,36,19,2,0/0,4,2,0.48,16.7,0,1,1,0.16,24,28,10,0,0,52.78,2002,reg,0,0
1295,Steve Ralston,NE ,M,27,27,2460,5,19,27,13,1,0/0,4,1,0.18,18.5,5,6,13,0.7,15,42,3,6,0,48.15,2002,reg,0,0
1296,Josh Wolff,CHI,F,14,14,1223,5,5,30,12,1,0/1,2,3,0.37,16.7,2,3,2,0.37,31,24,8,2,0,40.0,2002,reg,0,1
1297,Brian McBride,CLB,F,14,14,1239,5,5,37,14,1,1/1,1,4,0.36,13.5,1,2,3,0.36,12,50,9,1,0,37.84,2002,reg,1,1
1298,John Spencer,COL,F,16,13,1149,5,4,49,21,3,3/3,2,3,0.39,10.2,0,2,2,0.31,18,22,15,4,1,42.86,2002,reg,3,3
1299,Bobby Convey,DC ,M,26,25,2248,5,3,39,25,1,0/0,5,0,0.2,12.8,2,3,0,0.12,35,26,8,3,1,64.1,2002,reg,0,0
1300,Ali Curtis,DC ,F,20,6,806,5,1,25,12,1,0/0,3,2,0.56,20.0,0,0,1,0.11,16,25,8,1,0,48.0,2002,reg,0,0
1301,Antonio Martinez,DAL,F-M,26,19,1774,4,10,24,9,1,0/0,0,4,0.2,16.7,2,7,3,0.51,25,32,8,1,1,37.5,2002,reg,0,0
1302,Dwayne De Rosario,SJ ,M,27,18,1637,4,8,56,29,1,0/0,1,3,0.22,7.1,4,7,1,0.44,41,26,34,3,0,51.79,2002,reg,0,0
1303,Ronald Cerritos,DAL,F,23,11,1209,4,6,40,25,0,0/0,1,3,0.3,10.0,3,4,2,0.45,17,16,23,0,0,62.5,2002,reg,0,0
1304,Igor Simutenkov,KC ,M-F,19,17,1480,4,5,55,23,1,1/2,4,0,0.24,7.3,1,1,4,0.3,21,49,18,6,0,41.82,2002,reg,1,2
1305,Alexi Lalas,LA ,D,26,26,2364,4,4,25,16,3,0/0,4,0,0.15,16.0,1,2,2,0.15,56,18,0,6,0,64.0,2002,reg,0,0
1306,Ryan Nelsen,DC ,D,20,17,1596,4,3,15,12,2,0/0,4,0,0.23,26.7,0,3,0,0.17,28,14,0,2,0,80.0,2002,reg,0,0
1307,Brad Davis,MET,M,24,12,1246,4,3,22,10,2,0/0,2,2,0.29,18.2,1,2,1,0.22,14,31,3,2,0,45.45,2002,reg,0,0
1308,Chris Brown,KC ,M-F,28,14,1512,4,3,35,17,2,0/0,4,0,0.24,11.4,0,2,1,0.18,15,22,3,1,0,48.57,2002,reg,0,0
1309,Zach Kingsley,COL,M,15,10,997,4,2,20,17,0,0/0,2,2,0.36,20.0,0,2,0,0.18,22,26,5,2,0,85.0,2002,reg,0,0
1310,Jorge Rodriguez,DAL,M-D,22,17,1693,4,2,30,13,1,3/3,2,2,0.21,13.3,0,0,2,0.11,39,11,0,4,1,43.33,2002,reg,3,3
1311,Clint Mathis,MET,M,14,14,1106,4,2,40,20,1,0/0,3,1,0.33,10.0,1,0,2,0.16,20,24,4,3,1,50.0,2002,reg,0,0
1312,Wolde Harris,NE ,F,22,11,1117,4,0,41,24,0,0/1,2,2,0.32,9.8,0,0,0,0.0,24,27,10,1,0,58.54,2002,reg,0,1
1313,Cobi Jones,LA ,M,19,18,1638,3,13,31,21,1,0/0,2,1,0.16,9.7,4,10,3,0.71,14,43,7,2,0,67.74,2002,reg,0,0
1314,Ramiro Corrales,SJ ,M,28,26,2354,3,9,38,16,2,0/0,3,0,0.11,7.9,3,7,2,0.34,59,34,2,6,0,42.11,2002,reg,0,0
1315,Marco Etcheverry,DC ,M,24,23,2146,3,8,26,12,3,0/1,2,1,0.13,11.5,3,6,2,0.34,22,54,3,9,0,46.15,2002,reg,0,1
1316,Brian Kamler,MET,M,24,20,1680,3,6,18,5,2,0/0,1,2,0.16,16.7,2,4,2,0.32,26,22,2,2,1,27.78,2002,reg,0,0
1317,Stephen Armstrong,KC ,M,26,15,1791,3,6,31,14,1,0/0,2,1,0.15,9.7,2,4,2,0.3,45,36,10,2,0,45.16,2002,reg,0,0
1318,Peter Nowak,CHI,M,16,16,1377,3,4,23,9,0,0/0,2,1,0.2,13.0,1,3,1,0.26,14,43,5,3,0,39.13,2002,reg,0,0
1319,Santino Quaranta,DC ,M-F,11,11,949,3,4,24,11,0,0/0,2,1,0.28,12.5,0,3,1,0.38,24,24,13,6,0,45.83,2002,reg,0,0
1320,DaMarcus Beasley,CHI,D,19,19,1719,3,4,26,12,1,0/0,1,2,0.16,11.5,1,3,1,0.21,34,83,5,1,0,46.15,2002,reg,0,0
1321,Jaime Moreno,DC ,F,16,14,1157,3,4,29,13,0,1/3,3,0,0.23,10.3,1,4,0,0.31,16,44,10,1,0,44.83,2002,reg,1,3
1322,Manny Lagos,SJ ,M,26,20,1683,3,4,37,16,0,0/0,2,1,0.16,8.1,1,2,2,0.21,19,30,1,1,0,43.24,2002,reg,0,0
1323,Daniel Hernandez,MET,M,28,25,2301,3,3,34,9,1,0/0,1,2,0.12,8.8,0,2,1,0.12,52,34,1,6,1,26.47,2002,reg,0,0
1324,Brian Mullan,LA ,D,21,10,1019,3,2,23,13,0,0/0,1,2,0.26,13.0,0,2,0,0.18,17,17,5,1,1,56.52,2002,reg,0,0
1325,Carey Talley,KC ,D,24,19,1902,3,1,14,7,2,0/0,2,1,0.14,21.4,0,1,0,0.05,25,21,0,3,0,50.0,2002,reg,0,0
1326,Steve Morrow,DAL,D,24,24,2199,3,0,12,6,0,0/0,2,1,0.12,25.0,0,0,0,0.0,26,14,0,3,0,50.0,2002,reg,0,0
1327,Andy Williams,MET,M,24,19,1814,2,15,54,18,0,0/0,2,0,0.1,3.7,4,9,6,0.74,41,86,3,5,0,33.33,2002,reg,0,0
1328,Ezra Hendrickson,LA ,D,23,23,2048,2,8,20,9,1,0/0,1,1,0.09,10.0,1,6,2,0.35,28,11,5,5,1,45.0,2002,reg,0,0
1329,Mauricio Cienfuegos,LA ,M,23,22,1879,2,8,26,13,0,0/1,2,0,0.1,7.7,3,3,5,0.38,22,28,0,2,0,50.0,2002,reg,0,1
1330,Petter Villegas,DC ,M,25,21,1953,2,8,41,14,0,0/0,2,0,0.09,4.9,1,6,2,0.37,49,31,10,2,0,34.15,2002,reg,0,0
1331,Jay Heaps,NE ,D,27,26,2389,2,6,23,13,1,0/0,0,2,0.08,8.7,0,2,4,0.23,46,34,1,7,0,56.52,2002,reg,0,0
1332,Kelly Gray,CHI,D-M,25,20,1780,2,5,18,7,1,0/0,1,1,0.1,11.1,2,3,2,0.25,17,16,1,1,0,38.89,2002,reg,0,0
1333,Sasha Victorine,LA ,M,25,22,1985,2,5,25,8,1,0/0,2,0,0.09,8.0,1,3,2,0.23,21,25,2,0,0,32.0,2002,reg,0,0
1334,Kyle Martino,CLB,M,22,15,1455,2,5,28,11,0,1/1,1,1,0.12,7.1,1,3,2,0.31,29,43,2,3,1,39.29,2002,reg,1,1
1335,Diego Serna,MET,F,13,10,944,2,4,34,14,1,0/0,2,0,0.19,5.9,0,4,0,0.38,23,29,6,1,1,41.18,2002,reg,0,0
1336,Carlos Bocanegra,CHI,D,26,26,2291,2,3,16,9,1,0/0,1,1,0.08,12.5,0,2,1,0.12,35,23,1,4,1,56.25,2002,reg,0,0
1337,Hristo Stoitchkov,CHI,F,16,6,693,2,3,39,18,0,0/1,1,1,0.26,5.1,2,2,1,0.39,11,17,6,4,0,46.15,2002,reg,0,1
1338,Leo Cullen,NE ,M,28,27,2444,2,2,10,6,0,0/0,2,0,0.07,20.0,0,2,0,0.07,24,13,0,1,0,60.0,2002,reg,0,0
1339,Ronnie O'Brien,DAL,M,11,4,506,2,2,15,10,1,0/0,2,0,0.36,13.3,0,1,1,0.36,13,11,0,2,0,66.67,2002,reg,0,0
1340,Eliseo Quintanilla,DC ,F-M,9,9,726,2,2,19,11,0,0/0,0,2,0.25,10.5,0,2,0,0.25,11,18,15,1,0,57.89,2002,reg,0,0
1341,Alex Pineda Chacon,NE ,M,20,9,1014,2,2,20,9,0,0/0,1,1,0.18,10.0,1,1,1,0.18,11,10,2,0,0,45.0,2002,reg,0,0
1342,Ross Paule,MET,M,26,26,2207,2,2,29,11,0,1/1,1,1,0.08,6.9,0,2,0,0.08,35,31,0,4,1,37.93,2002,reg,1,1
1343,Mark Lisi,DC ,M,23,6,874,2,1,7,5,0,0/0,0,2,0.21,28.6,0,0,1,0.1,11,15,1,2,0,71.43,2002,reg,0,0
1344,Eddie Johnson,DAL,F,11,2,326,2,1,11,4,1,0/0,0,2,0.55,18.2,0,0,1,0.28,7,5,6,0,0,36.36,2002,reg,0,0
1345,Eddie Robinson,SJ ,D,19,16,1427,2,1,11,5,0,0/0,1,1,0.13,18.2,0,1,0,0.06,36,16,0,5,0,45.45,2002,reg,0,0
1346,Amos Magee,CHI,F,5,3,197,2,0,4,2,0,0/0,2,0,0.91,50.0,0,0,0,0.0,2,3,1,0,0,50.0,2002,reg,0,0
1347,Jim Curtin,CHI,D,24,22,2121,2,0,12,6,1,0/0,2,0,0.08,16.7,0,0,0,0.0,31,20,0,5,0,50.0,2002,reg,0,0
1348,Carlos Valderrama,COL,M,27,27,2479,1,16,18,8,0,0/0,1,0,0.04,5.6,6,10,6,0.58,11,45,0,0,1,44.44,2002,reg,0,0
1349,Simon Elliott,LA ,M,26,26,2347,1,10,40,11,0,0/0,0,1,0.04,2.5,5,6,4,0.38,26,34,1,4,0,27.5,2002,reg,0,0
1350,Joselito Vaca,DAL,M,25,23,2005,1,9,44,20,0,0/0,0,1,0.04,2.3,4,3,6,0.4,26,29,8,7,0,45.45,2002,reg,0,0
1351,Richard Mulrooney,SJ ,M,26,26,2312,1,8,22,5,0,0/0,1,0,0.04,4.5,2,3,5,0.31,39,73,1,2,1,22.73,2002,reg,0,0
1352,Brian West,CLB,M-F,24,22,1944,1,8,32,11,1,0/0,0,1,0.05,3.1,2,3,5,0.37,36,31,13,3,0,34.38,2002,reg,0,0
1353,Dema Kovalenko,CHI,M,23,23,2034,1,8,38,12,0,0/0,1,0,0.04,2.6,3,5,3,0.35,41,48,3,6,1,31.58,2002,reg,0,0
